text,URL,label,url_length,has_ip_address,dot_count,https_flag,subdomain_count
"Welcome to our website, user 2159",https://www.legit2159.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2080",http://192.168.40.40/login.php,1,30,1,4,0,3
"Welcome to our website, user 3137",https://www.legit3137.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4079",http://192.168.254.254/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 850",http://192.168.85.85/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4865",http://192.168.20.20/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1445",http://192.168.170.170/login.php,1,32,1,4,0,3
"Welcome to our website, user 3967",https://www.legit3967.com/login,0,31,0,2,1,1
"Welcome to our website, user 1428",https://www.legit1428.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3422",http://192.168.107.107/login.php,1,32,1,4,0,3
"Welcome to our website, user 2520",https://www.legit2520.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2837",http://192.168.32.32/login.php,1,30,1,4,0,3
"Welcome to our website, user 4969",https://www.legit4969.com/login,0,31,0,2,1,1
"Welcome to our website, user 1855",https://www.legit1855.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3884",http://192.168.59.59/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 602",http://192.168.92.92/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4344",http://192.168.9.9/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 4868",http://192.168.23.23/login.php,1,30,1,4,0,3
"Welcome to our website, user 448",https://www.legit448.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2703",http://192.168.153.153/login.php,1,32,1,4,0,3
"Welcome to our website, user 1284",https://www.legit1284.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 995",http://192.168.230.230/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2899",http://192.168.94.94/login.php,1,30,1,4,0,3
"Welcome to our website, user 3727",https://www.legit3727.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2353",http://192.168.58.58/login.php,1,30,1,4,0,3
"Welcome to our website, user 361",https://www.legit361.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1279",http://192.168.4.4/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 230",http://192.168.230.230/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3942",http://192.168.117.117/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2295",http://192.168.0.0/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 3891",http://192.168.66.66/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2534",http://192.168.239.239/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1251",http://192.168.231.231/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 926",http://192.168.161.161/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 149",http://192.168.149.149/login.php,1,32,1,4,0,3
"Welcome to our website, user 2460",https://www.legit2460.com/login,0,31,0,2,1,1
"Welcome to our website, user 22",https://www.legit22.com/login,0,29,0,2,1,1
"Welcome to our website, user 2066",https://www.legit2066.com/login,0,31,0,2,1,1
"Welcome to our website, user 1653",https://www.legit1653.com/login,0,31,0,2,1,1
"Welcome to our website, user 702",https://www.legit702.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3490",http://192.168.175.175/login.php,1,32,1,4,0,3
"Welcome to our website, user 2743",https://www.legit2743.com/login,0,31,0,2,1,1
"Welcome to our website, user 1376",https://www.legit1376.com/login,0,31,0,2,1,1
"Welcome to our website, user 1724",https://www.legit1724.com/login,0,31,0,2,1,1
"Welcome to our website, user 2468",https://www.legit2468.com/login,0,31,0,2,1,1
"Welcome to our website, user 3754",https://www.legit3754.com/login,0,31,0,2,1,1
"Welcome to our website, user 2325",https://www.legit2325.com/login,0,31,0,2,1,1
"Welcome to our website, user 460",https://www.legit460.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 163",http://192.168.163.163/login.php,1,32,1,4,0,3
"Welcome to our website, user 4183",https://www.legit4183.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 526",http://192.168.16.16/login.php,1,30,1,4,0,3
"Welcome to our website, user 4082",https://www.legit4082.com/login,0,31,0,2,1,1
"Welcome to our website, user 1486",https://www.legit1486.com/login,0,31,0,2,1,1
"Welcome to our website, user 3678",https://www.legit3678.com/login,0,31,0,2,1,1
"Welcome to our website, user 282",https://www.legit282.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1579",http://192.168.49.49/login.php,1,30,1,4,0,3
"Welcome to our website, user 4558",https://www.legit4558.com/login,0,31,0,2,1,1
"Welcome to our website, user 4308",https://www.legit4308.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1684",http://192.168.154.154/login.php,1,32,1,4,0,3
"Welcome to our website, user 4865",https://www.legit4865.com/login,0,31,0,2,1,1
"Welcome to our website, user 3537",https://www.legit3537.com/login,0,31,0,2,1,1
"Welcome to our website, user 3868",https://www.legit3868.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2003",http://192.168.218.218/login.php,1,32,1,4,0,3
"Welcome to our website, user 2581",https://www.legit2581.com/login,0,31,0,2,1,1
"Welcome to our website, user 1368",https://www.legit1368.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4469",http://192.168.134.134/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3197",http://192.168.137.137/login.php,1,32,1,4,0,3
"Welcome to our website, user 597",https://www.legit597.com/login,0,30,0,2,1,1
"Welcome to our website, user 4351",https://www.legit4351.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1346",http://192.168.71.71/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3976",http://192.168.151.151/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1379",http://192.168.104.104/login.php,1,32,1,4,0,3
"Welcome to our website, user 4758",https://www.legit4758.com/login,0,31,0,2,1,1
"Welcome to our website, user 646",https://www.legit646.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1381",http://192.168.106.106/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2527",http://192.168.232.232/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4697",http://192.168.107.107/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1023",http://192.168.3.3/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 2954",http://192.168.149.149/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2165",http://192.168.125.125/login.php,1,32,1,4,0,3
"Welcome to our website, user 3468",https://www.legit3468.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2797",http://192.168.247.247/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2697",http://192.168.147.147/login.php,1,32,1,4,0,3
"Welcome to our website, user 2990",https://www.legit2990.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4407",http://192.168.72.72/login.php,1,30,1,4,0,3
"Welcome to our website, user 4875",https://www.legit4875.com/login,0,31,0,2,1,1
"Welcome to our website, user 2544",https://www.legit2544.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3595",http://192.168.25.25/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 341",http://192.168.86.86/login.php,1,30,1,4,0,3
"Welcome to our website, user 1567",https://www.legit1567.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4994",http://192.168.149.149/login.php,1,32,1,4,0,3
"Welcome to our website, user 4066",https://www.legit4066.com/login,0,31,0,2,1,1
"Welcome to our website, user 3988",https://www.legit3988.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2031",http://192.168.246.246/login.php,1,32,1,4,0,3
"Welcome to our website, user 2160",https://www.legit2160.com/login,0,31,0,2,1,1
"Welcome to our website, user 685",https://www.legit685.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2602",http://192.168.52.52/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2784",http://192.168.234.234/login.php,1,32,1,4,0,3
"Welcome to our website, user 3243",https://www.legit3243.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 844",http://192.168.79.79/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4219",http://192.168.139.139/login.php,1,32,1,4,0,3
"Welcome to our website, user 2461",https://www.legit2461.com/login,0,31,0,2,1,1
"Welcome to our website, user 4083",https://www.legit4083.com/login,0,31,0,2,1,1
"Welcome to our website, user 2837",https://www.legit2837.com/login,0,31,0,2,1,1
"Welcome to our website, user 3697",https://www.legit3697.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2128",http://192.168.88.88/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1267",http://192.168.247.247/login.php,1,32,1,4,0,3
"Welcome to our website, user 4941",https://www.legit4941.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 946",http://192.168.181.181/login.php,1,32,1,4,0,3
"Welcome to our website, user 4583",https://www.legit4583.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 784",http://192.168.19.19/login.php,1,30,1,4,0,3
"Welcome to our website, user 4040",https://www.legit4040.com/login,0,31,0,2,1,1
"Welcome to our website, user 2230",https://www.legit2230.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2569",http://192.168.19.19/login.php,1,30,1,4,0,3
"Welcome to our website, user 935",https://www.legit935.com/login,0,30,0,2,1,1
"Welcome to our website, user 2320",https://www.legit2320.com/login,0,31,0,2,1,1
"Welcome to our website, user 4878",https://www.legit4878.com/login,0,31,0,2,1,1
"Welcome to our website, user 521",https://www.legit521.com/login,0,30,0,2,1,1
"Welcome to our website, user 522",https://www.legit522.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 345",http://192.168.90.90/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4876",http://192.168.31.31/login.php,1,30,1,4,0,3
"Welcome to our website, user 3359",https://www.legit3359.com/login,0,31,0,2,1,1
"Welcome to our website, user 1311",https://www.legit1311.com/login,0,31,0,2,1,1
"Welcome to our website, user 3983",https://www.legit3983.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1494",http://192.168.219.219/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4560",http://192.168.225.225/login.php,1,32,1,4,0,3
"Welcome to our website, user 1716",https://www.legit1716.com/login,0,31,0,2,1,1
"Welcome to our website, user 780",https://www.legit780.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3798",http://192.168.228.228/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3231",http://192.168.171.171/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 607",http://192.168.97.97/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 978",http://192.168.213.213/login.php,1,32,1,4,0,3
"Welcome to our website, user 651",https://www.legit651.com/login,0,30,0,2,1,1
"Welcome to our website, user 3747",https://www.legit3747.com/login,0,31,0,2,1,1
"Welcome to our website, user 2196",https://www.legit2196.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3418",http://192.168.103.103/login.php,1,32,1,4,0,3
"Welcome to our website, user 369",https://www.legit369.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4884",http://192.168.39.39/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3005",http://192.168.200.200/login.php,1,32,1,4,0,3
"Welcome to our website, user 4214",https://www.legit4214.com/login,0,31,0,2,1,1
"Welcome to our website, user 377",https://www.legit377.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4446",http://192.168.111.111/login.php,1,32,1,4,0,3
"Welcome to our website, user 2216",https://www.legit2216.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3682",http://192.168.112.112/login.php,1,32,1,4,0,3
"Welcome to our website, user 1613",https://www.legit1613.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1979",http://192.168.194.194/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2549",http://192.168.254.254/login.php,1,32,1,4,0,3
"Welcome to our website, user 1827",https://www.legit1827.com/login,0,31,0,2,1,1
"Welcome to our website, user 3632",https://www.legit3632.com/login,0,31,0,2,1,1
"Welcome to our website, user 962",https://www.legit962.com/login,0,30,0,2,1,1
"Welcome to our website, user 2993",https://www.legit2993.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1606",http://192.168.76.76/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4672",http://192.168.82.82/login.php,1,30,1,4,0,3
"Welcome to our website, user 2376",https://www.legit2376.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3880",http://192.168.55.55/login.php,1,30,1,4,0,3
"Welcome to our website, user 359",https://www.legit359.com/login,0,30,0,2,1,1
"Welcome to our website, user 3839",https://www.legit3839.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3184",http://192.168.124.124/login.php,1,32,1,4,0,3
"Welcome to our website, user 1246",https://www.legit1246.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2504",http://192.168.209.209/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3349",http://192.168.34.34/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1511",http://192.168.236.236/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 87",http://192.168.87.87/login.php,1,30,1,4,0,3
"Welcome to our website, user 3694",https://www.legit3694.com/login,0,31,0,2,1,1
"Welcome to our website, user 1573",https://www.legit1573.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1281",http://192.168.6.6/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 439",http://192.168.184.184/login.php,1,32,1,4,0,3
"Welcome to our website, user 2567",https://www.legit2567.com/login,0,31,0,2,1,1
"Welcome to our website, user 3423",https://www.legit3423.com/login,0,31,0,2,1,1
"Welcome to our website, user 2037",https://www.legit2037.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4243",http://192.168.163.163/login.php,1,32,1,4,0,3
"Welcome to our website, user 772",https://www.legit772.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 380",http://192.168.125.125/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4568",http://192.168.233.233/login.php,1,32,1,4,0,3
"Welcome to our website, user 3562",https://www.legit3562.com/login,0,31,0,2,1,1
"Welcome to our website, user 562",https://www.legit562.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1683",http://192.168.153.153/login.php,1,32,1,4,0,3
"Welcome to our website, user 2546",https://www.legit2546.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 510",http://192.168.0.0/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 330",http://192.168.75.75/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4667",http://192.168.77.77/login.php,1,30,1,4,0,3
"Welcome to our website, user 4531",https://www.legit4531.com/login,0,31,0,2,1,1
"Welcome to our website, user 1674",https://www.legit1674.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2395",http://192.168.100.100/login.php,1,32,1,4,0,3
"Welcome to our website, user 365",https://www.legit365.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3016",http://192.168.211.211/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4376",http://192.168.41.41/login.php,1,30,1,4,0,3
"Welcome to our website, user 4327",https://www.legit4327.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4983",http://192.168.138.138/login.php,1,32,1,4,0,3
"Welcome to our website, user 147",https://www.legit147.com/login,0,30,0,2,1,1
"Welcome to our website, user 1668",https://www.legit1668.com/login,0,31,0,2,1,1
"Welcome to our website, user 3088",https://www.legit3088.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3844",http://192.168.19.19/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2650",http://192.168.100.100/login.php,1,32,1,4,0,3
"Welcome to our website, user 407",https://www.legit407.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4584",http://192.168.249.249/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2788",http://192.168.238.238/login.php,1,32,1,4,0,3
"Welcome to our website, user 3456",https://www.legit3456.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1186",http://192.168.166.166/login.php,1,32,1,4,0,3
"Welcome to our website, user 4182",https://www.legit4182.com/login,0,31,0,2,1,1
"Welcome to our website, user 3576",https://www.legit3576.com/login,0,31,0,2,1,1
"Welcome to our website, user 3271",https://www.legit3271.com/login,0,31,0,2,1,1
"Welcome to our website, user 4940",https://www.legit4940.com/login,0,31,0,2,1,1
"Welcome to our website, user 1031",https://www.legit1031.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3872",http://192.168.47.47/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1230",http://192.168.210.210/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1592",http://192.168.62.62/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3906",http://192.168.81.81/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4811",http://192.168.221.221/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1724",http://192.168.194.194/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3029",http://192.168.224.224/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3052",http://192.168.247.247/login.php,1,32,1,4,0,3
"Welcome to our website, user 855",https://www.legit855.com/login,0,30,0,2,1,1
"Welcome to our website, user 3926",https://www.legit3926.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3547",http://192.168.232.232/login.php,1,32,1,4,0,3
"Welcome to our website, user 78",https://www.legit78.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 2088",http://192.168.48.48/login.php,1,30,1,4,0,3
"Welcome to our website, user 2247",https://www.legit2247.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3263",http://192.168.203.203/login.php,1,32,1,4,0,3
"Welcome to our website, user 4026",https://www.legit4026.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4949",http://192.168.104.104/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4571",http://192.168.236.236/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4295",http://192.168.215.215/login.php,1,32,1,4,0,3
"Welcome to our website, user 714",https://www.legit714.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2451",http://192.168.156.156/login.php,1,32,1,4,0,3
"Welcome to our website, user 788",https://www.legit788.com/login,0,30,0,2,1,1
"Welcome to our website, user 2279",https://www.legit2279.com/login,0,31,0,2,1,1
"Welcome to our website, user 4095",https://www.legit4095.com/login,0,31,0,2,1,1
"Welcome to our website, user 3897",https://www.legit3897.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2944",http://192.168.139.139/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2177",http://192.168.137.137/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4076",http://192.168.251.251/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4452",http://192.168.117.117/login.php,1,32,1,4,0,3
"Welcome to our website, user 3631",https://www.legit3631.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3624",http://192.168.54.54/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2297",http://192.168.2.2/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 1272",http://192.168.252.252/login.php,1,32,1,4,0,3
"Welcome to our website, user 424",https://www.legit424.com/login,0,30,0,2,1,1
"Welcome to our website, user 392",https://www.legit392.com/login,0,30,0,2,1,1
"Welcome to our website, user 3191",https://www.legit3191.com/login,0,31,0,2,1,1
"Welcome to our website, user 16",https://www.legit16.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 1335",http://192.168.60.60/login.php,1,30,1,4,0,3
"Welcome to our website, user 4200",https://www.legit4200.com/login,0,31,0,2,1,1
"Welcome to our website, user 2672",https://www.legit2672.com/login,0,31,0,2,1,1
"Welcome to our website, user 2444",https://www.legit2444.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1697",http://192.168.167.167/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1164",http://192.168.144.144/login.php,1,32,1,4,0,3
"Welcome to our website, user 2601",https://www.legit2601.com/login,0,31,0,2,1,1
"Welcome to our website, user 3493",https://www.legit3493.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1044",http://192.168.24.24/login.php,1,30,1,4,0,3
"Welcome to our website, user 1459",https://www.legit1459.com/login,0,31,0,2,1,1
"Welcome to our website, user 3804",https://www.legit3804.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4845",http://192.168.0.0/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 2394",http://192.168.99.99/login.php,1,30,1,4,0,3
"Welcome to our website, user 4839",https://www.legit4839.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3111",http://192.168.51.51/login.php,1,30,1,4,0,3
"Welcome to our website, user 3835",https://www.legit3835.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4313",http://192.168.233.233/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 683",http://192.168.173.173/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3748",http://192.168.178.178/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 827",http://192.168.62.62/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4748",http://192.168.158.158/login.php,1,32,1,4,0,3
"Welcome to our website, user 4724",https://www.legit4724.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3759",http://192.168.189.189/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 887",http://192.168.122.122/login.php,1,32,1,4,0,3
"Welcome to our website, user 2355",https://www.legit2355.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1036",http://192.168.16.16/login.php,1,30,1,4,0,3
"Welcome to our website, user 4798",https://www.legit4798.com/login,0,31,0,2,1,1
"Welcome to our website, user 2442",https://www.legit2442.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3645",http://192.168.75.75/login.php,1,30,1,4,0,3
"Welcome to our website, user 4592",https://www.legit4592.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3772",http://192.168.202.202/login.php,1,32,1,4,0,3
"Welcome to our website, user 464",https://www.legit464.com/login,0,30,0,2,1,1
"Welcome to our website, user 163",https://www.legit163.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4261",http://192.168.181.181/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4433",http://192.168.98.98/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3405",http://192.168.90.90/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4777",http://192.168.187.187/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4478",http://192.168.143.143/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2380",http://192.168.85.85/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1636",http://192.168.106.106/login.php,1,32,1,4,0,3
"Welcome to our website, user 241",https://www.legit241.com/login,0,30,0,2,1,1
"Welcome to our website, user 2009",https://www.legit2009.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1356",http://192.168.81.81/login.php,1,30,1,4,0,3
"Welcome to our website, user 3084",https://www.legit3084.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1208",http://192.168.188.188/login.php,1,32,1,4,0,3
"Welcome to our website, user 900",https://www.legit900.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 542",http://192.168.32.32/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1007",http://192.168.242.242/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2638",http://192.168.88.88/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1793",http://192.168.8.8/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 3869",http://192.168.44.44/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2758",http://192.168.208.208/login.php,1,32,1,4,0,3
"Welcome to our website, user 4837",https://www.legit4837.com/login,0,31,0,2,1,1
"Welcome to our website, user 2293",https://www.legit2293.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1548",http://192.168.18.18/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2898",http://192.168.93.93/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2977",http://192.168.172.172/login.php,1,32,1,4,0,3
"Welcome to our website, user 4481",https://www.legit4481.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 302",http://192.168.47.47/login.php,1,30,1,4,0,3
"Welcome to our website, user 4605",https://www.legit4605.com/login,0,31,0,2,1,1
"Welcome to our website, user 3716",https://www.legit3716.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4071",http://192.168.246.246/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1140",http://192.168.120.120/login.php,1,32,1,4,0,3
"Welcome to our website, user 1764",https://www.legit1764.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1598",http://192.168.68.68/login.php,1,30,1,4,0,3
"Welcome to our website, user 1549",https://www.legit1549.com/login,0,31,0,2,1,1
"Welcome to our website, user 3029",https://www.legit3029.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3653",http://192.168.83.83/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1298",http://192.168.23.23/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1662",http://192.168.132.132/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1626",http://192.168.96.96/login.php,1,30,1,4,0,3
"Welcome to our website, user 2044",https://www.legit2044.com/login,0,31,0,2,1,1
"Welcome to our website, user 767",https://www.legit767.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 693",http://192.168.183.183/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2870",http://192.168.65.65/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2795",http://192.168.245.245/login.php,1,32,1,4,0,3
"Welcome to our website, user 1508",https://www.legit1508.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2230",http://192.168.190.190/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2857",http://192.168.52.52/login.php,1,30,1,4,0,3
"Welcome to our website, user 3302",https://www.legit3302.com/login,0,31,0,2,1,1
"Welcome to our website, user 4517",https://www.legit4517.com/login,0,31,0,2,1,1
"Welcome to our website, user 4219",https://www.legit4219.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4078",http://192.168.253.253/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4940",http://192.168.95.95/login.php,1,30,1,4,0,3
"Welcome to our website, user 3292",https://www.legit3292.com/login,0,31,0,2,1,1
"Welcome to our website, user 819",https://www.legit819.com/login,0,30,0,2,1,1
"Welcome to our website, user 1403",https://www.legit1403.com/login,0,31,0,2,1,1
"Welcome to our website, user 1382",https://www.legit1382.com/login,0,31,0,2,1,1
"Welcome to our website, user 2148",https://www.legit2148.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1928",http://192.168.143.143/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 671",http://192.168.161.161/login.php,1,32,1,4,0,3
"Welcome to our website, user 1638",https://www.legit1638.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 891",http://192.168.126.126/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2427",http://192.168.132.132/login.php,1,32,1,4,0,3
"Welcome to our website, user 608",https://www.legit608.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1907",http://192.168.122.122/login.php,1,32,1,4,0,3
"Welcome to our website, user 399",https://www.legit399.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2247",http://192.168.207.207/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1406",http://192.168.131.131/login.php,1,32,1,4,0,3
"Welcome to our website, user 882",https://www.legit882.com/login,0,30,0,2,1,1
"Welcome to our website, user 3565",https://www.legit3565.com/login,0,31,0,2,1,1
"Welcome to our website, user 4285",https://www.legit4285.com/login,0,31,0,2,1,1
"Welcome to our website, user 1179",https://www.legit1179.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 448",http://192.168.193.193/login.php,1,32,1,4,0,3
"Welcome to our website, user 4244",https://www.legit4244.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 218",http://192.168.218.218/login.php,1,32,1,4,0,3
